houseirae_sword_dancer;Sword Dancer;;;;;;;;;;;;;x
HouseIraeEilistraeeDance7;\n \n  A week has passed, and the festivities are not over yet. Though we dance from sundown to sunrise, save for an hour's break, Eilistraee invigorates each dancer with magical energy to keep us fit and able-minded during the day. Each night, I volunteer during the hour of rest to patrol the grounds for any hostiles which may be lurking nearby, clothed in a yathrin's robe and carrying a sword for protection.\n  On one particular night, I spot a dark elven woman in a far away glade, hidden from the sight of the festivities. She, too, is performing the sacred ritual, but something is off... the woman is clothed, though 'clothed' might be an overstatement. The girl is wearing just the bare minimum of shawls and panties to cover her modesty. She has yet to spot me, and I take a few moments to size her up as a threat, as no true Eilistraee follower would ever insult the Dark Maiden by performing the Moonlight Dance in clothes.\n  Wisps of fairyfire float about her as she dances, illuminating the glade around her. As I watch, I note that there is one flaw with the woman (besides the garments)... the girl's dancing form is amateurish at best. She occasionally stumbles or trips over herself. After a few minutes of watching her, the girl trips and tumbles to the ground. She does not get back up, and starts to cry, apparently ashamed of her own lack of skill in the sight of the Dark Maiden.;;;;;;;;;;;;;x
HouseIraeEilistraeeDance7TTA;That poor thing... I must help her.;;;;;;;;;;;;;x
HouseIraeEilistraeeDance7TTB;She will need to learn on her own.;;;;;;;;;;;;;x

HouseIraeEilistraeeDance71;\n \n  The girl hasn't spotted me yet as I step into the grove and into the magical illumination. She is fixated on prostrating herself toward the full moon and crying. I can hear her whisper things like "Forgive me, Dark Maiden." The girl is startled and crawls back away from me as I clear my throat to catch her attention. The dark elven woman tries desperately to cover herself as she looks up at me in fear. I simply kneel down and offer a hand to the woman, asking what her name is. "V-V-Vala," she weakly gets out. "Vala Sael." It is clear to me that she is extremely shy around others, which is why I have never seen her at the festivities. Vala cautiously takes my hand and pulls herself to her feet, but her face is flushed purple from embarrassment as she looks away from my body. Another reason why she hasn't joined in with the others...\n  I offer my help with her footwork. Despite her shyness, Vala is extremely eager to learn. Her dedication to Eilistraee is admirable, just not her techniques. Over the next few nights, we dance together, away from the group and in the same grove, illuminated by the fairyfire. A magical trick she learned as a child, she mentions. Eventually, she becomes much more used to my presence, and on the final night sheds the last remnents of her clothes. The transformation is almost magical... once nude, Vala goes from a bumbling fool to a dancer with skill rivaling a yathtallar.\n  The night comes to a close, and with it the ceremony. Vala finishes redressing herself and stares at my still-nude body. A look of half-apprehension half-lust comes over her eyes as she bites down on her lip, deciding if she wants to stay with you or move on with her life.;;;;;;;;;;;;;x
HouseIraeEilistraeeDance71TTA;(embrace her with a hug);;;;;;;;;;;;;x
HouseIraeEilistraeeDance71TTFriends;"You will always be my friend, Vala. Come, stay at my court. I have a spare room you can sleep in.";;;;;;;;;;;;;x
HouseIraeEilistraeeDance71TTB;(spend the morning in the throes of passion);;;;;;;;;;;;;x
HouseIraeEilistraeeDance71TTLovers;"My heart aches for you.";;;;;;;;;;;;;x
HouseIraeEilistraeeDance71TTC;(embrace her with a hug and allow her to move on);;;;;;;;;;;;;x
HouseIraeEilistraeeDance71TTMoveOn;"Go see the world, Vala. Use your new dedication to Eilistraee to better yourself and others.";;;;;;;;;;;;;x

HouseIraeEilistraeeDance8T;The Mysterious Woman;;;;;;;;;;;;;x
HouseIraeEilistraeeDance8Straight;\n \n  A week has passed, and the festivities are not over yet. Though we dance from sundown to sunrise, save for an hour's break, Eilistraee invigorates each dancer with magical energy to keep us fit and able-minded during the day. Each night, I volunteer during the hour of rest to patrol the grounds for any hostiles which may be lurking nearby, clothed in a yathrin's robe and carrying a sword for protection.\n  On one particular night, I spot a dark elven woman in a far away glade, hidden from the sight of the festivities. She is completely nude, sitting on the side of a pond and playing a simple tune on a lyre, oblivious to her surroundings. The woman is beautiful... stunning... even by dark elven standards. I take a few moments to size her up as a threat to the festivities, when she suddenly stops playing and speaks out loud, "Are you going to join me, or are you just going to gawk, child?" She knows of my presence, but she doesn't turn her head toward me. The woman is unarmed, so I decide to throw caution into the wind and step out into the moonlit glade.\n  "I have been watching you ever since the Moonlight Dance started," the woman casually says, cracking a smile on her lips. I ask why she hasn't participated. "You know full well why," she replies. I cock my head in confusion, not understanding what she meant. The woman answers my confusion by strumming her fingers across her lyre. "Stay awhile and listen to a story of mine. I haven't spoken to anyone in many years, and I am so very lonely."\n  I look up at the full moon and make a mental note that the hour of rest is almost over. The yathrin will certainly wonder where I've been if I stay with the woman. I bite my lip and make a decision...;;;;;;;;;;;;;x
HouseIraeEilistraeeDance8Lesbian;\n \n  A week has passed, and the festivities are not over yet. Though we dance from sundown to sunrise, save for an hour's break, Eilistraee invigorates each dancer with magical energy to keep us fit and able-minded during the day. Each night, I volunteer during the hour of rest to patrol the grounds for any hostiles which may be lurking nearby, clothed in a yathrin's robe and carrying a sword for protection.\n  On one particular night, I spot a dark elven woman in a far away glade, hidden from the sight of the festivities. She is completely nude, sitting on the side of a pond and playing a simple tune on a lyre, oblivious to her surroundings. The woman is beautiful... stunning... even by dark elven standards. I take a few moments to size her up as a threat to the festivities, when she suddenly stops playing and speaks out loud, "Are you going to join me, or are you just going to gawk, child?" She knows of my presence, but she doesn't turn her head toward me. The woman is unarmed, so I decide to throw caution into the wind and step out into the moonlit glade.\n  "I have been watching you ever since the Moonlight Dance started," the woman casually says, cracking a smile on her lips. I ask why she hasn't participated. "You know full well why," she replies. I cock my head in confusion, not understanding what she meant. The woman answers my confusion by strumming her fingers across her lyre. "Stay awhile and listen to a story of mine. I haven't spoken to anyone in many years, and I am so very lonely."\n  I cock my eyebrow at her and lick my lips. I, too, am very lonely this night. The woman smirks to herself and raises a hand to chastise me, "I don't mean that kind of lonely, child." Sighing, I look up at the full moon and make a mental note that the hour of rest is almost over. The yathrin will certainly wonder where I've been if I stay with the woman. I bite my lip and make a decision...;;;;;;;;;;;;;x
HouseIraeEilistraeeDance8TTA;(stay and listen to her story, missing the night's dancing);;;;;;;;;;;;;x
HouseIraeEilistraeeDance8TTB;(apologize and return to the festival);;;;;;;;;;;;;x

HouseIraeEilistraeeDance81;\n \n  The yathrin will understand if I miss a single night of dancing. After all, this dark elf has stated that she hasn't had a companion in years. There are seven more nights of festivities, but only one night where I will spend in good company with this stranger. The choice is obvious. I slide up to the beautiful woman and sit down at the edge of the pond next to her, dipping my toes in the surprisingly-warm water.\n  "I'm an exile of my people," she speaks, strumming her lyre casually. "I was born to loving parents. My father was a good and kind ruler, and my mother his consort." The woman's face lights up in a warm smile, as if remembering good days... before the smile disappears into a glare. "One day, when I was just a young adult, a host of evil attacked my home. It was then that my mother showed her true colors." Her glare becomes more and more pronounced, almost seething in anger. "She betrayed my father... almost killed him... before retreating to the host's camp. She took with her many like-minded followers. Though I was innocent, I thought that I could sway some of her host back into the light, and so I exiled myself with my mother." The dark elf snorts before continuing, "Father never forgave me. I probably wouldn't either."\n  The woman shrugs and waves her hand dismissively. "Had I been stronger, I might have saved my people." She turns and looks me up and down, appraising me for something. "You, on the other hand, can still protect your own people. I can help you." Her free hand opens and a bastard sword materializes from thin air. "Take this," she says, handing the sword over to me. It is fairly mundane in construction, but the moment it enters my hand I feel... invigorated. "Now dance," the woman commands, before strumming a light tune on her lyre. As if compulsed, I throw off my robe and step into the pond, beginning my dance. My movements are as fluid as the water I am dancing in. The night passes quickly, and by sunrise I finish the dance. The woman is gone, vanished, as is the sword, but I can still feel her presence...;;;;;;;;;;;;;x
HouseIraeEilistraeeDance81TT;"Who was that woman?";;;;;;;;;;;;;x

HouseIraeEilistraeeDance11;\n \n  The final night of the Moonlight Dance has finally passed, and with the rising sun I, and all the yathrin who attended, prostrate ourselves to the waxing moon, asking for blessings, forgiveness, strength, or whatever else is on our minds. Though our sacred duty is never complete, today, at least, is a day of rest and celebration. Just as the sun peeks out from over the horizon, I can feel the Dark Maiden smiling down upon us.;;;;;;;;;;;;;x
HouseIraeEilistraeeDance11TT;Eilistraee tlu malla!;;;;;;;;;;;;;x

irae_teach_sword_dancing;Teach Sword Dancing;;;;;;;;;;;;;x
irae_teach_sword_dancing_desc;Being a Sword Dancer has many responsibilities besides defending the Moonlight Dance from roving hostiles. One particular responsibility is to ensure that the younger generation of Moonlight Dancers are prepared to take up the mantle of the sword and defend their homeland. Impart your knowledge of Eilistraee's fighting style to this character through many nights of dancing and sparring.;;;;;;;;;;;;;x

HouseIraeEilistraeeDance13;[sword_dancing_tutor.GetFullName] has come to me in my bedchambers at night, in the nude, and wielding a bastard sword. Before I can question her, she asks if I want to spend the next few weeks training to be a sacred Sword Dancer. The offer is tempting, and I reply...;;;;;;;;;;;;;x
HouseIraeEilistraeeDance13TTA;"Please, train me.";;;;;;;;;;;;;x
HouseIraeEilistraeeDance13TTB;"I have no such desire.";;;;;;;;;;;;;x

HouseIraeEilistraeeDance14;I go to [sword_dancing_pupil.GetFirstName]'s bedchambers at night, fully nude and carrying only my sword with me, as is custom. I ask her if she is willing to train to be a sacred Sword Dancer. She mulls the decision over before agreeing to be trained.;;;;;;;;;;;;;x
HouseIraeEilistraeeDance14TT;"Good, we start tonight.";;;;;;;;;;;;;x

HouseIraeEilistraeeDance15;I go to [sword_dancing_pupil.GetFirstName]'s bedchambers at night, fully nude and carrying only my sword with me, as is custom. I ask her if she is willing to train to be a sacred Sword Dancer. She mulls the decision over before refusing to be trained.;;;;;;;;;;;;;x
HouseIraeEilistraeeDance15TT;"Disappointing. Good night.";;;;;;;;;;;;;x

HouseIraeEilistraeeDance16;After many nights of constant dancing and sparring with [sword_dancing_tutor.GetFirstName], I have finally mastered how to be a true Sword Dancer by tripping up my mistress with the flat of my blade and pinning her to the floor.;;;;;;;;;;;;;x
HouseIraeEilistraeeDance16TT;"I have become the master now, my mistress.";;;;;;;;;;;;;x
HouseIraeEilistraeeDance16TTLesbian;(lean in for a kiss);;;;;;;;;;;;;x
HouseIraeEilistraeeDance16TTFriends;"Let us celebrate over wine and song, my mistress!";;;;;;;;;;;;;x
HouseIraeEilistraeeDance16TTLesbianTT;Your hands start to grope [sword_dancing_tutor.GetFirstName]'s breasts. While her nipples are hardening, she has yet to decide on returning the kiss.;;;;;;;;;;;;;x
HouseIraeEilistraeeDance16TTFriendsTT;You smile down at [sword_dancing_tutor.GetFirstName], offering long-lasting friendship. She has yet to decide whether she wants to be be closer or remain professional.;;;;;;;;;;;;;x

HouseIraeEilistraeeDance17;After many nights of constant dancing and sparring with [sword_dancing_pupil.GetFirstName], she has finally mastered the art of being a Sword Dancer by tripping me up with the flat of her blade and pinning me to the ground. "I have become the master now, my mistress," she says, grinning from ear to ear.;;;;;;;;;;;;;x
HouseIraeEilistraeeDance17TT;"Indeed you have, [sword_dancing_tutor.GetFirstName].";;;;;;;;;;;;;x

HouseIraeEilistraeeDance18;After many nights of constant dancing and sparring with [sword_dancing_pupil.GetFirstName], she has finally mastered the art of being a Sword Dancer by tripping me up with the flat of her blade and pinning me to the ground. It seems her desires for me could not be contained... [sword_dancing_pupil.GetFirstName]'s free hand starts to grasp and grope a breast of mine while she leans in for a kiss.;;;;;;;;;;;;;x
HouseIraeEilistraeeDance18TTA;(kiss the woman);;;;;;;;;;;;;x
HouseIraeEilistraeeDance18TTB;(throw her off of you);;;;;;;;;;;;;x
HouseIraeEilistraeeDance18TTLesbianTT;You spend the rest of the night in a dance of another nature. By morning, both of you are exhausted and utterly in love with each other.;;;;;;;;;;;;;x
HouseIraeEilistraeeDance18TTBigNoTT;You tell her, under no uncertain terms, that this is not the time for such things.;;;;;;;;;;;;;x

HouseIraeEilistraeeDance181;[sword_dancing_tutor.GetFirstName] pulls my head down into a kiss! Her hands start groping my body in return, and very soon the two of us are dancing a different kind of dance in bed. By morning, we are both exhausted and utterly in love with each other.;;;;;;;;;;;;;x
HouseIraeEilistraeeDance181TT;"Let's have another of these training sessions soon.";;;;;;;;;;;;;x

HouseIraeEilistraeeDance182;[sword_dancing_tutor.GetFirstName] pushes me off her and scrambles to her feet! She shoots a glare at me, one that speaks more volumes than any word ever could. However, the glare soon disappears and the woman apologizes. "I want to keep this professional between us.";;;;;;;;;;;;;x
HouseIraeEilistraeeDance182TT;(sigh and nod your head in acknowledgement);;;;;;;;;;;;;x

HouseIraeEilistraeeDance19;After many nights of constant dancing and sparring with [sword_dancing_pupil.GetFirstName], she has finally mastered the art of being a Sword Dancer by tripping me up with the flat of her blade and pinning me to the ground. She gets a wide grin, knowing that she has finished her training. After getting up off of me, [sword_dancing_pupil.GetFirstName] asks if I want to join her in celebration over wine and song.;;;;;;;;;;;;;x
HouseIraeEilistraeeDance19TTA;"Only if you're paying!";;;;;;;;;;;;;x
HouseIraeEilistraeeDance19TTB;"I want to keep this strictly professional.";;;;;;;;;;;;;x
HouseIraeEilistraeeDance19TTFriendsTT;You spend the rest of the night in a drunken haze. By morning, both of you are feeling the effects of the hangover, but at least you have a new life-long friendship with each other to ease the pain.;;;;;;;;;;;;;x
HouseIraeEilistraeeDance19TTBigNoTT;You tell [sword_dancing_pupil.GetFirstName], under no uncertain terms, that you would rather remain strictly professional. After all, this is a sacred ritual, not some school graduation.;;;;;;;;;;;;;x

HouseIraeEilistraeeDance191;[sword_dancing_tutor.GetFirstName] laughs at your suggestion. "Only if you're paying!" she jokes. You spend the rest of the night drinking and telling tales, forging a life-long bond of friendship with your mistress. It's the only thing that eases the pain of the hangover come morning.;;;;;;;;;;;;;x
HouseIraeEilistraeeDance191TT;(raise a glass) "To my new friend!";;;;;;;;;;;;;x

HouseIraeEilistraeeDance192;[sword_dancing_tutor.GetFirstName] frowns at your suggestion of getting drunk to celebrate. "This is a sacred ritual," she says, "not some school graduation. I want to keep this professional between us. I'm sorry, but no.";;;;;;;;;;;;;x
HouseIraeEilistraeeDance192TT;(sigh and nod your head in acknowledgement);;;;;;;;;;;;;x
