#
# Offmap Misc
#

irae_likes_THIS_tt;(§GThe Matron Mother Likes [This.GetLike]§!);(§GL'Empereur aime [This.GetLike]§!);(§GDer Kaiser mag [This.GetLike]§!);;(§GAl emperador le gustan [This.GetLike]§!);;;;;;;;;x
irae_dislikes_THIS_tt;(§RThe Matron Mother Dislikes [This.GetDislike]§!);(§RL'Empereur déteste [This.GetDislike]§!);(§GDer Kaiser mag keine [This.GetDislike]§!);;(§RAl emperador le disgustan [This.GetDislike]§!);;;;;;;;;x
irae_has_ambiguous_feelings_of_THIS_tt;(§GThe Matron Mother Likes [This.GetLike]§! but §RDislikes [This.GetDislike]§!);(L'Empereur aime §G[This.GetLike]§! mais déteste §R[This.GetDislike]§!);(§GDer Kaiser mag [This.GetLike]§!, aber §Rkeine [This.GetDislike]§!);;(§GAl emperador le gustan [This.GetLike]§! pero le §Rdisgustan [This.GetDislike]§!);;;;;;;;;x
irae_hates_you_for_banishing_meeshka;§R"YOU THREW MY DAUGHTER OUT!"§!;;;;;;;;;;;;;x

#
# Offmap Decisions
#
houseirae_irae_lockdown_gift;Lockdown;;;;;;;;;;;;;x
houseirae_irae_lockdown_gift_desc;House Irae is in a state of panic and currently under lockdown. You will be unable to interact with them until the crisis is over.;;;;;;;;;;;;;x
houseirae_irae_lockdown_boon;Lockdown;;;;;;;;;;;;;x
houseirae_irae_lockdown_boon_desc;House Irae is in a state of panic and currently under lockdown. You will be unable to interact with them until the crisis is over.;;;;;;;;;;;;;x
HouseIraeCrisisTooltip;House Irae will reopen once the crisis has passed.;;;;;;;;;;;;;x
houseirae_invite_male;Invite Male Exile;;;;;;;;;;;;;x
houseirae_invite_male_desc;Considering the rate at which the Matron breeds, it is inevitable that the population is culled to ensure only the best remain in House Irae. Rather than kill her 'unworthy' sons, the Matron Mother would rather exile them to the surface. You can ask the Matron to send you one such male for your own purposes.;;;;;;;;;;;;;x
irae_gifts_desc;If [offmap_irae.GetName] is amenable to foreign relations, and you have not yet intruded upon the busy Dark Elven court with your gifts in the past year, you can send an envoy to provide the Matron Mother with a token of your subservience.;;;;;;;;;;;;;x
irae_boons_desc;If §Y[offmap_irae.GetName]§! is amenable to foreign relations, and you have not yet had your appeals heard in the past year, you can send an envoy to request any one of a variety of blessings the Matron Mother might deem you worthy of.;;;;;;;;;;;;;x
houseirae_sell_prisoner;Sell Prisoner;;;;;;;;;;;;;x
houseirae_sell_prisoner_desc;House Irae is always looking for more slaves. Sell them a prisoner to gain favor with the Dark Elves.;;;;;;;;;;;;;x
houseirae_sell_daughter;Sell Daughter;;;;;;;;;;;;;x
houseirae_sell_daughter_desc;Occasionally, House Irae grants great favor to those willing to part with their own daughters for use as concubines for the Matron Mother.;;;;;;;;;;;;;x
houseirae_irae_spymaster;Invite Spymaster;;;;;;;;;;;;;x
houseirae_irae_spymaster_desc;Occasionally, House Irae sends off honored daughters and sons to foreign lands to spread chaos in the name of their Matron Mother. Invite one such dark elf into your court.;;;;;;;;;;;;;x
houseirae_irae_lolthpriestess;Invite Priestess of Lolth;;;;;;;;;;;;;x
houseirae_irae_lolthpriestess_desc;Lolth is the supreme goddess in the Dark Elven pantheon, owing to the matriarchal society of House Irae. Invite a Priestess of the Spider Queen to your court.;;;;;;;;;;;;;x
houseirae_irae_eilistraeepriestess;Invite Priestess of Eilistraee;;;;;;;;;;;;;x
houseirae_irae_eilistraeepriestess_desc;Though the good and kind Eilistraee is a mortal enemy of Lolth, House Irae strangely tolerates the presence of her Priestesses. Invite one such Priestess of the Moonlight Maiden to your court.;;;;;;;;;;;;;x
houseirae_irae_vhaeraunpriest;Invite Priest of Vhaeraun;;;;;;;;;;;;;x
houseirae_irae_vhaeraunpriest_desc;By the very virtue of being male, Vhaeraun is a mortal enemy of Lolth, though strangely House Irae tolerates his Priests. Invite one such Priest of the Masked Lord into your court.;;;;;;;;;;;;;x
raise_irae_honor_guard;Hire Slavers;;;;;;;;;;;;;x
raise_irae_honor_guard_desc;House Irae is famous for its slave raids, bringing in fresh new toys for the Matron Mother to play with. With enough favor, you can convince one such raiding party to join you. You will still need to pay for their upkeep, however.;;;;;;;;;;;;;x
houseirae_send_gift;Send Gift;;;;;;;;;;;;;x
houseirae_send_gift_desc;In lieu of potential sex slaves, House Irae always welcomes gold. Send them a modest gift to increase their favor with you.;;;;;;;;;;;;;x
houseirae_irae_adoptchild;Adopt a Child;;;;;;;;;;;;;x
houseirae_irae_adoptchild_desc;The Matron Mother of House Irae is extremely... prolific. Unfortunately, only the strongest children will ever make a good life for themselves in House Irae. For whatever reason, the Matron goes against dark elven norms and would rather the 'rejects' live than be culled. Send an emissary to adopt one such child into your own dynasty.;;;;;;;;;;;;;x
houseirae_irae_lockdown_military_aid;Request Military Aid;;;;;;;;;;;;;x
houseirae_irae_lockdown_military_aid_desc;You are taking the fight directly to Tamsine. Perhaps the Matron Mother of (the original) House Irae can provide some assistance in dealing with this crisis?;;;;;;;;;;;;;x
HouseIraeMilitaryAidTooltipA;Ownership of one of the Matron Mother's favorite statuettes;;;;;;;;;;;;;x
HouseIraeMilitaryAidTooltipB;The Matron Mother is impressed with the care you have given to the statuette of her one of her favorites, and has agreed to dispatch a message to someone she knows that can help.;;;;;;;;;;;;;x

#
# Misc
#
house_irae_bloodline;Blood of Tamsine Irae;;;;;;;;;;;;;x
house_irae_bloodline_desc;Tamsine Irae was the first of the House of Irae to climb to power and depose the reigning Matron Mother, forging the way for her children.;;;;;;;;;;;;;x
house_irae_true_bloodline;Blood of Tamsine Irae;;;;;;;;;;;;;x
house_irae_true_bloodline_desc;Tamsine Irae rose from death using her foul magic, forging the way for bloodshed and conquest by her descendants.;;;;;;;;;;;;;x
houseirae_halfelf;Half Elf;;;;;;;;;;;;;x
houseirae_halfelf_desc;Half elves are neither here nor there. Originally born of a dark elven parent and a parent of another race (often through rape, as is the nature of dark elves), half elves keep their light hair but their skin is a more softer brown color. They are neither fully accepted nor outright shunned in dark elven or surface elven communities. Because of this, they tend to form their own communities.;;;;;;;;;;;;;x
form_fitting_corset_big;Form Fitting Dress;;;;;;;;;;;;;x
form_fitting_corset_huge;Form Fitting Dress;;;;;;;;;;;;;x
form_fitting_corset_enormous;Form Fitting Dress;;;;;;;;;;;;;x
form_fitting_corset_gigantic;Form Fitting Dress;;;;;;;;;;;;;x
form_fitting_thong_big;Form Fitting Thong;;;;;;;;;;;;;x
form_fitting_thong_huge;Form Fitting Thong;;;;;;;;;;;;;x
form_fitting_thong_enormous;Form Fitting Thong;;;;;;;;;;;;;x
form_fitting_thong_gigantic;Form Fitting Thong;;;;;;;;;;;;;x
houseirae_drow_group;Dark Elves;;;;;;;;;;;;;x
drow;Dark Elf;;;;;;;;;;;;;x
drow_adj;Dark Elven;;;;;;;;;;;;;x
houseirae_drow;Dark Elf;;;;;;;;;;;;;x
houseirae_drow_desc;Dark Elves come from caverns deep underground, far away from their surface-dwelling cousins. They are known as masters of seduction and intrigue.;;;;;;;;;;;;;x
DEATH_SOLD_TO_HOUSE_IRAE_NO_KILLER;sold to the Dark Elven empire of House Irae;;;;;;;;;;;;;x
DEATH_SOLD_TO_HOUSE_IRAE;sold to the Dark Elven empire of House Irae, on the order of $KILLER$;;;;;;;;;;;;;x
houseirae_drider;Drider;;;;;;;;;;;;;x
houseirae_drider_desc;This character has been cursed by the Dark Seldarine. While their upper body is normal, everything below the waist is a giant black widow spider.;;;;;;;;;;;;;x
lolth_religion_opinion;[lolth_religion.GetName] Opinion;;;;;;;;;;;;;x
eilistraee_religion_opinion;[eilistraee_religion.GetName] Opinion;;;;;;;;;;;;;x
vhaeraun_religion_opinion;[vhaeraun_religion.GetName] Opinion;;;;;;;;;;;;;x
opinion_of_lolth_religion;Opinion of [lolth_religion.GetName];;;;;;;;;;;;;x
opinion_of_eilistraee_religion;Opinion of [eilistraee_religion.GetName];;;;;;;;;;;;;x
opinion_of_vhaeraun_religion;Opinion of [vhaeraun_religion.GetName];;;;;;;;;;;;;x
houseirae_spiders_used;Caverns Depleted;;;;;;;;;;;;;x
houseirae_spiders_used_desc;As is tradition, when a broodmother dies and the dark elves inherit the spider family, the caverns she called home is collapsed and sealed off. It will take some time to find a new location for a nest.;;;;;;;;;;;;;x
custom_region_frozen_north;The Frozen North;;;;;;;;;;;;;x
DEATH_FED_TO_SPIDERS;was fed to giant spiders, on the order of $KILLER$;;;;;;;;;;;;;x
DEATH_CUSTOM_PARENTS;is living elsewhere;;;;;;;;;;;;;x
DEATH_CUSTOM_PARENTS_NO_KILLER;is living elsewhere;;;;;;;;;;;;;x
houseirae_spider_pit_cd;Spider Pit Cooldown;;;;;;;;;;;;;x
houseirae_spider_pit_cd_desc;You should never see this.;;;;;;;;;;;;;x

#
# Religions
#
YATHTALLAR;Zhennu Yathtallar;;;;;;;;;;;;;x
GOD_DARK_SELDARINE;The Dark Seldarine;;;;;;;;;;;;;x
GOD_LOLTH;Lolth;;;;;;;;;;;;;x
GOD_EILISTRAEE;Eilistraee;;;;;;;;;;;;;x
GOD_VHAERAUN;Vhaeraun;;;;;;;;;;;;;x
DROWPRIEST;Yathrin;;;;;;;;;;;;;x
DROWSELDARINEBIBLE;The Dark Seldarine Chronicles;;;;;;;;;;;;;x
DROWLOLTHBIBLE;The Spider Chronicles;;;;;;;;;;;;;x
DROWEILISTRAEEBIBLE;The Dark Chronicles;;;;;;;;;;;;;x
DROWVHAERAUNBIBLE;The Shadow Chronicles;;;;;;;;;;;;;x
temple_baron_lolth_religion;Yathrin;;;;;;;;;;;;;x
temple_baron_eilistraee_religion;Yathrin;;;;;;;;;;;;;x
temple_baron_vhaeraun_religion;Yathrin;;;;;;;;;;;;;x
lolth_religion;Lolth;;;;;;;;;;;;;x
lolth_religion_DESC;Lolth, the Spider Queen, is the de jure ruler of all Dark Elves. Lolth hates kindness and weakness of any variety, and very few children under the Spider Queen's rule make it to adulthood. This ensures that the surviving adults are well suited to performing her dark deeds. She particularly hates those who follow her children, Eilistraee and Vhaeraun.;;;;;;;;;;;;;x
eilistraee_religion;Eilistraee;;;;;;;;;;;;;x
eilistraee_religion_DESC;Eilistraee, the Dark Maiden, is the goddess of moonlight and dancing. Her followers include the Dark Elves who shun the evil society of her mother, Lolth. Of the whole Dark Elven pantheon, Eilistraee is the only one with a good and kind heart, protecting those who need help, regardless of race.;;;;;;;;;;;;;x
vhaeraun_religion;Vhaeraun;;;;;;;;;;;;;x
vhaeraun_religion_DESC;The Masked Lord, Vhaeraun is the god of darkness, assassins, and- most importantly- male Dark Elves. His worshippers are exclusively male, and shun the matriarchal society of his mother, Lolth. Unlike his sister, Eilistraee, Vhaeraun is every bit as evil as his mother.;;;;;;;;;;;;;x
#
# Dynamic Cults
#
secret_religious_society_eilistraee_religion;Moondancers;;;;;;;;;;;;;x
secret_religious_society_eilistraee_religion_desc;The Moondancers secretly worship the goddess Eilistraee, and hope to bring peace and prosperity to back to a broken Dark Seldarine.;;;;;;;;;;;;;x
secret_religious_society_eilistraee_religion_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
secret_religious_society_eilistraee_religion_rank_1_female;Daughter;;;;;;;;;;;;;x
secret_religious_society_eilistraee_religion_rank_2_female;Sister;;;;;;;;;;;;;x
secret_religious_society_eilistraee_religion_rank_3_female;Mother;;;;;;;;;;;;;x
secret_religious_society_eilistraee_religion_rank_4_female;Dancer;;;;;;;;;;;;;x
secret_religious_society_eilistraee_religion_rank_1_male;Daughter;;;;;;;;;;;;;x
secret_religious_society_eilistraee_religion_rank_2_male;Son;;;;;;;;;;;;;x
secret_religious_society_eilistraee_religion_rank_3_male;Brother;;;;;;;;;;;;;x
secret_religious_society_eilistraee_religion_rank_4_male;Warden;;;;;;;;;;;;;x
secret_religious_society_eilistraee_religion_currency;Moonlight;;;;;;;;;;;;;x
secret_religious_society_lolth_religion;Arachnids;;;;;;;;;;;;;x
secret_religious_society_lolth_religion_desc;The Arachnids secretly worship the goddess Lolth, waiting for their chance to strike out against the world at large.;;;;;;;;;;;;;x
secret_religious_society_lolth_religion_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
secret_religious_society_lolth_religion_rank_1_female;Daughter;;;;;;;;;;;;;x
secret_religious_society_lolth_religion_rank_2_female;Sister;;;;;;;;;;;;;x
secret_religious_society_lolth_religion_rank_3_female;Mother;;;;;;;;;;;;;x
secret_religious_society_lolth_religion_rank_4_female;Black Widow;;;;;;;;;;;;;x
secret_religious_society_lolth_religion_rank_1_male;Son;;;;;;;;;;;;;x
secret_religious_society_lolth_religion_rank_2_male;Brother;;;;;;;;;;;;;x
secret_religious_society_lolth_religion_rank_3_male;Father;;;;;;;;;;;;;x
secret_religious_society_lolth_religion_rank_4_male;Brown Recluse;;;;;;;;;;;;;x
secret_religious_society_lolth_religion_currency;Ichor;;;;;;;;;;;;;x
secret_religious_society_vhaeraun_religion;Life Takers;;;;;;;;;;;;;x
secret_religious_society_vhaeraun_religion_desc;The Life Takers secretly worship the god Vhaeraun, waiting for their chance to strike out against the world at large.;;;;;;;;;;;;;x
secret_religious_society_vhaeraun_religion_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
secret_religious_society_vhaeraun_religion_rank_1_female;Daughter;;;;;;;;;;;;;x
secret_religious_society_vhaeraun_religion_rank_2_female;Sister;;;;;;;;;;;;;x
secret_religious_society_vhaeraun_religion_rank_3_female;Mother;;;;;;;;;;;;;x
secret_religious_society_vhaeraun_religion_rank_4_female;Concubine;;;;;;;;;;;;;x
secret_religious_society_vhaeraun_religion_rank_1_male;Son;;;;;;;;;;;;;x
secret_religious_society_vhaeraun_religion_rank_2_male;Brother;;;;;;;;;;;;;x
secret_religious_society_vhaeraun_religion_rank_3_male;Father;;;;;;;;;;;;;x
secret_religious_society_vhaeraun_religion_rank_4_male;Lord;;;;;;;;;;;;;x
secret_religious_society_vhaeraun_religion_currency;Deceit;;;;;;;;;;;;;x
secret_religions_openly_adopt_faith_dark_seldarine;Openly Adopt Faith;Adopter ouvertement sa foi;Glauben öffentlich annehmen;;Adoptar fe abiertamente;;;;;;;;;x
secret_religions_openly_adopt_faith_dark_seldarine_desc;The followers of [Root.Society.GetNameCap] has for too long lurked in the shadows. The time has finally come to reveal our true beliefs now that we are so many that we can no longer be ignored.;Les adeptes [Root.Get_du_Society] se sont terrés pendant trop longtemps. Le temps est enfin venu de révéler nos vraies croyances maintenant que nous sommes tellement nombreux que nous ne pouvons plus être ignorés.;Die Anhänger von [Root.Society.GetNameCap] verheimlichen ihre Gesinnung schon viel zu lange. Nun ist es an der Zeit, unsere wahren Überzeugungen zu offenbaren, denn nun ist unsere Zahl so groß, dass man uns nicht mehr ignorieren kann.;;Los seguidores de [Root.Society.GetNameCap] llevan demasiado tiempo escondiéndose. Por fin ha llegado la hora de proclamar nuestras creencias, pues somos tantos que ya no pueden ignorarnos.;;;;;;;;;x
secret_religions_openly_adopt_faith_dark_seldarine_power_desc;Enables you to openly adopt your true faith. The other secretly religious characters and counties of your true faith in the realm will convert with you. This power is available in the Intrigue Screen.;Vous permet d'adopter ouvertement votre vraie foi. Les autres personnages et les comtés secrètement de votre vraie foi dans le pays se convertiront aussi. Ce pouvoir est disponible dans l'écran Intrigue.;Ermöglicht Euch, offen Euren wahren Glauben anzunehmen. Die anderen im Geheimen religiösen Charaktere und Grafschaften Eures wahren Glaubens im Reich werden sich Eurer Bekehrung anschließen. Diese Macht ist auf der Intrigenseite verfügbar.;;Te permite abrazar abiertamente tu verdadera fe. Los demás personajes y condados que comparten tu verdadera fe en secreto en el reino se convertirán también. Este poder está en el menú Intriga.;;;;;;;;;x
secret_religions_prepare_grounds_dark_seldarine;Prepare Ground;Préparer le terrain;Dem Glauben den Boden bereiten;;Preparar el terreno;;;;;;;;;x
secret_religions_prepare_grounds_dark_seldarine_desc;Order a loyal agent to secretly spread our teachings in a target province.;Ordonner à un agent fidèle de répandre secrètement nos enseignements dans une province cible.;Befehlt einem getreuen Agenten, die Lehren Eures Glaubens im Geheimen in einer bestimmten Provinz zu verbreiten.;;Ordena a un agente leal que corra la voz sobre nuestras enseñanzas en secreto en una provincia objetivo.;;;;;;;;;x
secret_religions_prepare_grounds_dark_seldarine_power_desc;Enables you to spread your true religion secretly among the inhabitants of a county in your realm by right-clicking its county shield in the county view. If you openly adopt your true faith, these counties will convert as well. This power is available in the Intrigue Screen.;Vous permet de répandre votre vraie religion secrètement parmi les habitants d'un comté de votre pays en cliquant avec le bouton droit sur son blason de comté dans la vue de comté. Si vous adoptez ouvertement votre vraie foi, ces comtés se convertiront aussi. Ce pouvoir est disponible dans l'écran Intrigue.;Ermöglicht Euch, Eure wahre Religion heimlich unter den Einwohnern einer Grafschaft in Eurem Reich zu verbreiten, indem Ihr in der Grafschaftsansicht auf das Schild der Grafschaft rechtsklickt. Wenn Ihr offen Euren wahren Glauben annehmt, werden diese Grafschaften ebenfalls bekehrt. Diese Macht ist auf der Intrigenseite verfügbar.;;Te permite difundir tu verdadera religión en secreto entre los habitantes de un condado de tu reino haciendo clic sobre su escudo en la vista del condado. Si abrazas en público tu verdadera fe, estos condados también se convertirán. Este poder está disponible en el menú Intriga.;;;;;;;;;x
secret_lolth_community;Secret [lolth_religion.GetName] Community;Communauté [lolth_religion.GetName] secrète;Geheime Gemeinschaft: [lolth_religion.GetName];;Comunidad Secreta: [lolth_religion.GetName];;;;;;;;;x
secret_eilistraee_community;Secret [eilistraee_religion.GetName] Community;Communauté [eilistraee_religion.GetName] secrète;Geheime Gemeinschaft: [eilistraee_religion.GetName];;Comunidad Secreta: [eilistraee_religion.GetName];;;;;;;;;x
secret_vhaeraun_community;Secret [vhaeraun_religion.GetName] Community;Communauté [vhaeraun_religion.GetName] secrète;Geheime Gemeinschaft: [vhaeraun_religion.GetName];;Comunidad Secreta: [vhaeraun_religion.GetName];;;;;;;;;x
secret_lolth_community_desc;In secret, the faithful have organized around a small church community in this province. From there it converts others, grows, and protects their own.;Des fidèles ont secrètement formé une communauté dans cette province. Ils y convertissent les autres personnes et protègent les leurs.;In dieser Provinz haben sich Gläubige heimlich zu einer kleinen Kirchengemeinde organisiert. Von dort aus bekehrt diese Gemeinde andere, wird immer größer und beschützt ihre Mitglieder.;;Los fieles han organizado en secreto una pequeña comunidad de culto en esta provincia. Desde ahí convierte a otros, crece y protege a los suyos.;;;;;;;;;x
secret_vhaeraun_community_desc;In secret, the faithful have organized around a small church community in this province. From there it converts others, grows, and protects their own.;Des fidèles ont secrètement formé une communauté dans cette province. Ils y convertissent les autres personnes et protègent les leurs.;In dieser Provinz haben sich Gläubige heimlich zu einer kleinen Kirchengemeinde organisiert. Von dort aus bekehrt diese Gemeinde andere, wird immer größer und beschützt ihre Mitglieder.;;Los fieles han organizado en secreto una pequeña comunidad de culto en esta provincia. Desde ahí convierte a otros, crece y protege a los suyos.;;;;;;;;;x
secret_eilistraee_community_desc;In secret, the faithful have organized around a small church community in this province. From there it converts others, grows, and protects their own.;Des fidèles ont secrètement formé une communauté dans cette province. Ils y convertissent les autres personnes et protègent les leurs.;In dieser Provinz haben sich Gläubige heimlich zu einer kleinen Kirchengemeinde organisiert. Von dort aus bekehrt diese Gemeinde andere, wird immer größer und beschützt ihre Mitglieder.;;Los fieles han organizado en secreto una pequeña comunidad de culto en esta provincia. Desde ahí convierte a otros, crece y protege a los suyos.;;;;;;;;;x
secret_religions_personally_adopt_secret_religion_dark_seldarine;Personally Adopt Faith;;;;;;;;;;;;;x
secret_religions_personally_adopt_secret_religion_dark_seldarine_desc;Give up the charade of your false religion you've acted upon and openly declare your true faith.;;;;;;;;;;;;;x

#
# Game Rules
#

DROW_RULE_YES_DROW;Dark Elven Start;;;;;;;;;;;;;x
DROW_RULE_YES_DROW_DESC;All content enabled, and your character will have a decision to start as a dark elf.;;;;;;;;;;;;;x
HOUSEIRAE_RULE_HOUSE_IRAE;§KHouse Irae§!: Dark Elves;;;;;;;;;;;;;x
HOUSEIRAE_RULE_NO_IRAE;Disabled;;;;;;;;;;;;;x
HOUSEIRAE_RULE_NO_IRAE_DESC;The offmap power, House Irae, is disabled.;;;;;;;;;;;;;x
HOUSEIRAE_RULE_YES_IRAE;Rise of House Irae;;;;;;;;;;;;;x
HOUSEIRAE_RULE_YES_IRAE_DESC;The offmap power, House Irae is enabled, bringing with it the special Dark Elven race and religions.;;;;;;;;;;;;;x
DROW_RULE_YES_HALFELF;Half Elven Start;;;;;;;;;;;;;x
DROW_RULE_YES_HALFELF_DESC;Your character will have a decision to start as a half elf.;;;;;;;;;;;;;x
DROW_RULE_CHILD_OF_IRAE;Child of House Irae;;;;;;;;;;;;;x
DROW_RULE_CHILD_OF_IRAE_DESC;You will start as an exiled dark elven child of Kekvit Irae.\nThis character will not be able to take the Request Personal Boon decision, §Rand certain other things§! may happen. §KNot for players new to House Irae.§!;;;;;;;;;;;;;x
RULE_IRAE_CUSTOM_FAMILIES;§KHouse Irae§!: Generated Families;;;;;;;;;;;;;x
irae_no_families;No;;;;;;;;;;;;;x
irae_no_families_desc;Families will not be generated for Ruler Designed characters.;;;;;;;;;;;;;x
irae_yes_families;Yes;;;;;;;;;;;;;x
irae_yes_families_desc;Families will be generated for Ruler Designed characters. This option will not work if you have chosen children of your own.;;;;;;;;;;;;;x
RULE_GROUP_HOUSEIRAE;House Irae;;;;;;;;;;;;;x
RULE_GROUP_HOUSE_IRAE;House Irae;;;;;;;;;;;;;x
RULE_IRAE_INVASIONS;§KHouse Irae§!: The Spurned Sister;;;;;;;;;;;;;x
RULE_IRAE_INVASION_STRENGTH;§KHouse Irae§!: Invasion Strength;;;;;;;;;;;;;x
HOUSEIRAE_LAELA_NORMAL;Normal;;;;;;;;;;;;;x
HOUSEIRAE_LAELA_NORMAL_DESC;The Spurned Sister will rise up and attack Britannia, Scandinavia, or Russia with a sizable army.;;;;;;;;;;;;;x
HOUSEIRAE_LAELA_HIGH;High;;;;;;;;;;;;;x
HOUSEIRAE_LAELA_HIGH_DESC;The Spurned Sister will lead an army to rival most empires.;;;;;;;;;;;;;x
HOUSEIRAE_LAELA_JUST_WANTS_TO_SEE_THE_WORLD_BURN;§KExtreme§!;;;;;;;;;;;;;x
HOUSEIRAE_LAELA_JUST_WANTS_TO_SEE_THE_WORLD_BURN_DESC;The Spurned Sister will destroy anyone who gets in her way.\n§KYOU HAVE BEEN WARNED§!;;;;;;;;;;;;;x
RULE_IRAE_SEEDING;§KHouse Irae§!: Seeding;;;;;;;;;;;;;x
houseirae_seed_none;None;;;;;;;;;;;;;x
houseirae_seed_none_desc;The world will remain as it was.;;;;;;;;;;;;;x
houseirae_seed_religion;Religions;;;;;;;;;;;;;x
houseirae_seed_religion_desc;House Irae religions will be seeded on the fourth day.\nWill not work in Alternate Starts.;;;;;;;;;;;;;x
houseirae_seed_culture;Culture/Race;;;;;;;;;;;;;x
houseirae_seed_culture_desc;House Irae dark elves will be seeded on the fourth day.\nWill not work in Alternate Starts.;;;;;;;;;;;;;x
houseirae_seed_both;Both;;;;;;;;;;;;;x
houseirae_seed_both_desc;House Irae religions and dark elves will be seeded on the fourth day.\nWill not work in Alternate Starts.;;;;;;;;;;;;;x
RULE_IRAE_DARK_WHISPERS;§KHouse Irae§!: Dark Whispers;;;;;;;;;;;;;x
houseirae_dark_whispers_on;On;;;;;;;;;;;;;x
houseirae_dark_whispers_on_desc;A dark and deadly soul may whisper into the ear of a child of Irae, leading to a crisis within House Irae.;;;;;;;;;;;;;x
houseirae_dark_whispers_easy;Easy;;;;;;;;;;;;;x
houseirae_dark_whispers_easy_desc;A dark and deadly soul will whisper into the ear of a child of Irae, leading to a crisis within House Irae.\n§GThe Spurned Sister will not assist the Dark Whispers child.§!;;;;;;;;;;;;;x
houseirae_dark_whispers_off;Off;;;;;;;;;;;;;x
houseirae_dark_whispers_off_desc;The dark whispers were nothing more than a childish nightmare.;;;;;;;;;;;;;x

#
# CBs
#

drow_holy_war_desc;Conquer all who oppose us in the name of the Dark Seldarine!;;;;;;;;;;;;;x

#
# Governments
#

lolth_theocracy_government;Dark Seldarine Theocracy;Théocratie;Theokratie;;teocracia;;;;;;;;;x
